Country,Country_Code,2015,2016,2017,2018,2019
Aruba,ABW,135.133840005367,,,,
Afghanistan,AFG,57.2710680715414,61.0546377144842,65.929134064576,59.1208482338053,
Angola,AGO,49.7932229515871,45.0762900524986,44.6861071385139,43.1305188834963,
Albania,ALB,117.659218277171,116.744444190383,125.710351924593,94.1769982724769,
Andorra,AND,91.4435143761777,98.4928263710105,104.332411267386,107.282549411734,
Arab World,ARB,105.734881743084,103.190799252329,101.030746585337,99.4316689477419,
United Arab Emirates,ARE,193.703483790174,212.638986516369,208.978599909794,208.504833215467,
Argentina,ARG,143.566834038237,146.453827600425,140.877123545137,132.093151327231,
Armenia,ARM,118.421713775139,116.975467475528,118.464230568485,121.259017970726,
American Samoa,ASM,,,,,
Antigua and Barbuda,ATG,188.10251587115,190.421784252118,192.81956699432,,
Australia,AUS,107.677834937609,109.431295231959,111.708051619264,113.578710580609,
Austria,AUT,155.215471051983,126.661469635034,123.119295783479,123.535268059385,
Azerbaijan,AZE,111.165078155973,104.65237263229,102.861054795578,103.921418654959,
Burundi,BDI,49.1897760144409,51.0852264899058,54.6836760884967,56.5347074737722,
Belgium,BEL,113.165821221587,110.536874626797,99.4530352158384,99.696686464885,
Benin,BEN,88.1051181018976,81.792112499716,78.5045956232722,82.3842903866977,
Burkina Faso,BFA,79.7702884229721,82.6115256722801,93.5036534228677,97.9122714232959,
Bangladesh,BGD,84.0770862861214,86.0769063232833,94.5264734995475,100.244712514522,
Bulgaria,BGR,127.707830045553,125.474384409405,120.140447429082,118.93968014104,
Bahrain,BHR,183.62453356815,210.049221765868,158.256808890579,133.34093686562,
"Bahamas, The",BHS,83.1560691170104,95.308655041939,92.6091341305287,98.9508268138171,
Bosnia and Herzegovina,BIH,100.412875751488,100.524973525411,102.642379215432,104.125634603669,
Belarus,BLR,121.281576214987,121.112623036886,120.792190159161,122.925228008286,
Belize,BLZ,58.7217018116936,60.5124864277959,63.7202643113189,85.5269649751613,
Bermuda,BMU,59.6621239716134,100.83488526246,103.089660422846,,
Bolivia,BOL,93.4966093914016,91.6097388879109,97.9484144125873,100.816408356383,
Brazil,BRA,126.087955936841,118.385594532304,105.014206951291,98.8434998665652,
Barbados,BRB,117.33748300178,116.239555487131,115.139117918332,114.891449583277,
Brunei Darussalam,BRN,111.683823121808,124.691043353978,128.331366188191,131.934222765134,
Bhutan,BTN,92.8382032104369,94.7964458102803,97.9961451949735,93.2615577130071,
Botswana,BWA,163.875172347452,152.273016634358,146.960155640612,150.005589893473,
Central African Republic,CAF,27.6529488089701,27.5106298672936,25.5740452125675,27.4144902416612,
Canada,CAN,82.6193346285958,84.5231216033535,86.2814930648524,89.5800225502327,
Central Europe and the Baltics,CEB,126.860612404922,125.811451882342,123.007999280724,124.36380441438,
Switzerland,CHE,135.513015599435,134.155326359438,131.13593929093,126.772708724337,
Channel Islands,CHI,,,,,
Chile,CHL,129.14406545411,127.972518966924,124.594477694872,134.437321268012,
China,CHN,91.8353880011205,96.5266169129623,103.438420811662,115.525812190767,
Cote d'Ivoire,CIV,109.392291264202,115.231413179875,129.912110378038,134.857951361091,
Cameroon,CMR,77.9482365460104,78.2290059273482,81.9642113739546,73.1901990092348,
"Congo, Dem. Rep.",COD,49.5153882748646,36.6666291403381,43.45919306588,43.3822150190136,
"Congo, Rep.",COG,107.411407725755,108.893883873828,98.9297933059985,95.3405363744168,
Colombia,COL,120.636922036469,121.816005512563,127.213696205379,129.908609661238,
Comoros,COM,54.6401963407356,57.113319389838,57.6137865957646,59.9411045244509,
Cabo Verde,CPV,116.527138046625,113.331551023636,113.909075010512,112.24072074988,
Costa Rica,CRI,155.443557536567,170.036280359926,178.594427342153,169.930698252065,
Caribbean small states,CSS,112.966747583704,116.699950105793,112.444953598548,112.266632530317,
Cuba,CUB,29.4517483384447,35.1818562935108,40.6885849809873,47.3915372670671,
Curacao,CUW,119.169580911747,115.890519832104,115.547818786768,114.523938261895,
Cayman Islands,CYM,151.066035901756,152.880819575189,152.497554510744,,
Cyprus,CYP,130.982317576329,132.636874122602,136.172298079148,138.900485998611,
Czech Republic,CZE,117.480507616119,117.574283183209,118.751232258068,119.113507750141,
Germany,DEU,117.817643108913,125.885456425358,132.714869941424,129.324213734645,
Djibouti,DJI,34.3930423974801,37.1587063777026,39.5140763839386,41.1959041549739,
Dominica,DMA,108.528721745361,110.008835037233,105.278625206415,105.788481675393,
Denmark,DNK,124.44416513805,122.300966023964,124.434491442663,125.118956017306,
Dominican Republic,DOM,85.5623497327285,83.7502203603648,83.4113978136238,84.1020835236871,
Algeria,DZA,108.808940288373,116.004207697728,110.767246490382,111.664792099195,
East Asia & Pacific (excluding high income),EAP,101.014577036627,107.405837160002,113.678393628189,120.239305406555,
Early-demographic dividend,EAR,89.3037472294231,95.3129878140049,97.6112534297611,96.6881917013869,
East Asia & Pacific,EAS,103.630157299836,109.770547619993,115.773681042906,122.204169743795,
Europe & Central Asia (excluding high income),ECA,127.385030443976,126.75246727751,126.78853597194,126.042455477403,
Europe & Central Asia,ECS,124.11184601056,123.906721821045,124.062530391953,123.783821073712,
Ecuador,ECU,79.840704612997,84.1803550469234,87.2867971085043,92.3232702100951,
"Egypt, Arab Rep.",EGY,101.702251886245,103.540996977217,106.755939396112,95.2865968179704,
Euro area,EMU,120.294298407816,121.279846637528,122.651404567109,122.563302238318,
Eritrea,ERI,14.2095680949427,14.9856791992553,20.3639551547617,,
Spain,ESP,109.418604237588,110.480234008818,112.561249893563,115.994214789765,
Estonia,EST,144.720506338738,144.163052312554,144.341324399912,145.43842409216,
Ethiopia,ETH,41.961061951045,49.4423632291361,37.2180716971189,,
European Union,EUU,121.822693754965,122.144917871569,122.488895728026,122.737839323369,
Fragile and conflict affected situations,FCS,73.5246904055012,72.0118747850166,71.0181095144513,77.2728875050216,
Finland,FIN,134.939525155616,131.329154504791,129.913228487068,129.46856684272,
Fiji,FJI,111.204233808067,119.748532494879,117.83057669931,,
France,FRA,103.456461432481,104.48973547741,106.439434661604,108.35735696862,
Faroe Islands,FRO,110.742752492144,113.10692711685,117.148414061368,117.104150772213,
"Micronesia, Fed. Sts.",FSM,20.6666972771936,21.2421176790818,20.7376703541212,,
Gabon,GAB,144.867037089141,147.543495031807,128.981660897811,138.280968727513,
United Kingdom,GBR,120.331942477018,119.055556232634,118.53982725343,118.365129179661,
Georgia,GEO,137.934333503223,137.764758619831,137.260783752204,136.380667019407,
Ghana,GHA,125.706952855566,134.488982406223,126.201621381342,137.517165762391,
Gibraltar,GIB,122.839103628172,121.931410617423,121.664492409867,121.730233109912,
Guinea,GIN,94.1560281901259,94.6463960381751,96.954477552511,96.7674921157411,
"Gambia, The",GMB,130.194356284698,132.058976258366,133.972389762992,139.529028189189,
Guinea-Bissau,GNB,71.2924000778263,72.1391150772145,78.4851311028392,78.9888828006998,
Equatorial Guinea,GNQ,45.6401339074833,47.371582810777,44.8583282752325,45.166867205256,
Greece,GRC,117.888777879406,118.122548029073,122.40093855404,115.666911798109,
Grenada,GRD,109.277456911103,107.901252482745,102.07713260097,,
Greenland,GRL,108.200152544477,,110.182185159611,110.559719963227,
Guatemala,GTM,111.499579539772,110.139518144885,118.158542403563,118.667087124893,
Guam,GUM,,,,,
Guyana,GUY,70.7030720637138,75.7950809470966,82.9710715124184,,
High income,HIC,123.181797729484,124.634254682628,124.785566121774,127.655998668578,
"Hong Kong SAR, China",HKG,232.736561501008,242.767543834218,251.76500570328,269.975378913769,
Honduras,HND,88.3184701801268,84.4890001342927,87.320899865129,79.1503164216989,
Heavily indebted poor countries (HIPC),HPC,67.3914356008438,65.971331502635,66.1101640534947,73.1428850456878,
Croatia,HRV,104.318248074476,104.888677998062,103.173022649352,105.583454932809,
Haiti,HTI,68.2527355789917,60.0002583032979,57.4180645591305,57.5289184439915,
